ComboID,Sugar,Ice,Size,Shots,Notes
72626,150%,25%,Large,1,test
72627,200%,150%,Large,0,test
72628,150%,0%,Medium,2,test
72629,150%,50%,Medium,0,test
72630,25%,200%,Medium,4,test
72631,50%,200%,Large,2,test
72632,100%,25%,Medium,0,test
72633,100%,150%,Large,3,test
72634,25%,50%,Medium,1,test
72635,25%,200%,Medium,3,test
72636,100%,150%,Small,3,test
72637,0%,200%,Medium,3,test
72638,50%,0%,Medium,5,test
72639,50%,25%,Medium,5,test
72640,0%,150%,Medium,4,test
72641,25%,0%,Small,3,test
72642,150%,150%,Small,2,test
72643,50%,50%,Medium,5,test
72644,100%,50%,Small,3,test
72645,0%,25%,Small,3,test
72646,25%,150%,Large,0,test
72647,0%,25%,Small,0,test
72648,100%,100%,Medium,0,test
72649,0%,200%,Small,3,test
72650,150%,0%,Small,3,test
72651,200%,150%,Large,2,test
72652,0%,150%,Medium,2,test
72653,150%,200%,Medium,2,test
72654,150%,150%,Large,2,test
72655,0%,0%,Medium,3,test
72656,25%,150%,Medium,3,test
72657,25%,100%,Large,1,test
72658,200%,100%,Small,1,test
72659,150%,200%,Small,0,test
72660,150%,200%,Medium,2,test
72661,0%,25%,Small,3,test
72662,150%,150%,Medium,4,test
72663,50%,0%,Large,2,test
72664,25%,0%,Large,5,test
72665,150%,0%,Small,1,test
72666,200%,25%,Small,0,test
72667,200%,200%,Medium,0,test
72668,50%,200%,Small,2,test
72669,100%,100%,Large,4,test
72670,200%,100%,Medium,4,test
72671,200%,100%,Medium,5,test
72672,50%,50%,Small,3,test
72673,0%,100%,Small,1,test
72674,200%,150%,Large,4,test
72675,25%,150%,Medium,4,test
72676,100%,200%,Medium,0,test
72677,50%,0%,Small,2,test
72678,25%,200%,Medium,0,test
72679,150%,100%,Medium,5,test
72680,150%,25%,Large,3,test
72681,200%,100%,Large,3,test
72682,0%,150%,Medium,0,test
72683,200%,100%,Medium,4,test
72684,0%,50%,Small,5,test
72685,150%,200%,Medium,2,test
72686,100%,100%,Medium,5,test
72687,0%,100%,Large,5,test
72688,25%,50%,Medium,4,test
72689,100%,200%,Small,3,test
72690,25%,150%,Small,4,test
72691,100%,200%,Medium,1,test
72692,100%,50%,Large,2,test
72693,25%,25%,Large,5,test
72694,50%,200%,Large,0,test
72695,50%,200%,Large,5,test
72696,100%,50%,Large,5,test
72697,200%,25%,Large,4,test
72698,25%,0%,Medium,1,test
72699,150%,25%,Large,5,test
72700,100%,50%,Large,0,test
72701,100%,200%,Small,0,test
72702,50%,0%,Large,0,test
72703,150%,200%,Medium,5,test
72704,150%,200%,Large,5,test
72705,0%,25%,Small,4,test
72706,200%,50%,Large,3,test
72707,150%,150%,Medium,3,test
72708,50%,100%,Medium,5,test
72709,0%,150%,Large,3,test
72710,100%,100%,Large,5,test
72711,150%,0%,Large,3,test
72712,100%,100%,Medium,5,test
72713,50%,50%,Small,1,test
72714,200%,0%,Large,1,test
72715,25%,50%,Small,5,test
72716,25%,200%,Small,0,test
72717,150%,150%,Large,0,test
72718,150%,150%,Medium,4,test
72719,100%,200%,Large,3,test
72720,0%,100%,Small,5,test
72721,25%,25%,Large,1,test
72722,150%,100%,Large,0,test
72723,0%,150%,Medium,4,test
72724,25%,25%,Large,3,test
72725,150%,25%,Large,0,test
72726,150%,200%,Medium,5,test
72727,50%,200%,Small,3,test
72728,100%,150%,Medium,5,test
72729,100%,200%,Large,1,test
72730,25%,0%,Medium,4,test
72731,25%,200%,Large,5,test
72732,150%,100%,Large,1,test
72733,100%,25%,Small,3,test
72734,100%,100%,Medium,2,test
72735,50%,150%,Medium,5,test
72736,25%,50%,Small,3,test
72737,150%,50%,Medium,4,test
72738,25%,200%,Large,0,test
72739,0%,25%,Small,2,test
72740,100%,25%,Large,4,test
72741,0%,25%,Small,0,test
72742,100%,25%,Large,2,test
72743,100%,150%,Large,0,test
72744,0%,200%,Medium,1,test
72745,25%,0%,Medium,3,test
72746,25%,0%,Small,4,test
72747,0%,50%,Large,4,test
72748,200%,50%,Large,4,test
72749,200%,150%,Medium,0,test
72750,25%,50%,Small,4,test
72751,100%,0%,Medium,1,test
72752,50%,0%,Large,5,test
72753,0%,200%,Large,3,test
72754,200%,50%,Medium,4,test
72755,25%,100%,Small,2,test
72756,100%,200%,Large,5,test
72757,200%,25%,Large,2,test
72758,25%,200%,Medium,2,test
72759,200%,25%,Small,5,test
72760,0%,50%,Small,4,test
72761,150%,0%,Medium,5,test
72762,200%,0%,Medium,5,test
72763,0%,100%,Small,4,test
72764,25%,50%,Small,5,test
72765,100%,50%,Small,0,test
72766,0%,50%,Small,5,test
72767,0%,200%,Small,3,test
72768,0%,25%,Medium,0,test
72769,100%,100%,Small,4,test
72770,200%,200%,Medium,0,test
72771,0%,50%,Medium,2,test
72772,0%,150%,Medium,1,test
72773,150%,100%,Small,3,test
72774,100%,200%,Small,2,test
72775,200%,200%,Large,1,test
72776,25%,0%,Small,4,test
72777,150%,0%,Large,2,test
72778,25%,150%,Large,3,test
72779,200%,100%,Small,4,test
72780,0%,200%,Small,1,test
72781,50%,50%,Large,3,test
72782,0%,25%,Small,1,test
72783,200%,100%,Medium,0,test
72784,0%,50%,Small,5,test
72785,150%,25%,Medium,0,test
72786,0%,25%,Large,2,test
72787,50%,25%,Medium,3,test
72788,150%,100%,Small,2,test
72789,200%,50%,Large,5,test
72790,0%,200%,Medium,5,test
72791,50%,150%,Small,5,test
72792,50%,100%,Large,3,test
72793,100%,200%,Medium,0,test
72794,0%,25%,Large,2,test
72795,50%,25%,Medium,2,test
72796,100%,0%,Medium,2,test
72797,0%,100%,Small,3,test
72798,50%,25%,Large,5,test
72799,0%,150%,Large,3,test
72800,50%,150%,Medium,5,test
72801,0%,50%,Medium,1,test
72802,25%,100%,Medium,0,test
72803,0%,0%,Large,5,test
72804,50%,50%,Medium,1,test
72805,100%,100%,Medium,0,test
72806,50%,200%,Medium,1,test
72807,25%,200%,Large,4,test
72808,200%,150%,Medium,4,test
72809,50%,100%,Small,4,test
72810,50%,150%,Large,4,test
72811,0%,100%,Medium,2,test
72812,150%,0%,Small,4,test
72813,200%,100%,Medium,0,test
72814,200%,150%,Medium,3,test
72815,25%,150%,Small,0,test
72816,50%,0%,Small,2,test
72817,150%,150%,Small,0,test
72818,0%,50%,Medium,2,test
72819,0%,100%,Medium,5,test
72820,0%,200%,Large,0,test
72821,0%,50%,Large,1,test
72822,100%,50%,Large,0,test
72823,200%,0%,Small,5,test
72824,0%,100%,Medium,5,test
72825,200%,0%,Small,0,test
72826,150%,200%,Large,1,test
72827,100%,150%,Large,1,test
72828,200%,150%,Medium,4,test
72829,200%,25%,Large,4,test
72830,50%,25%,Medium,2,test
72831,100%,150%,Large,1,test
72832,100%,200%,Small,2,test
72833,150%,150%,Medium,0,test
72834,50%,150%,Small,1,test
72835,150%,25%,Medium,2,test
72836,0%,150%,Medium,5,test
72837,100%,25%,Small,0,test
72838,200%,25%,Large,5,test
72839,150%,100%,Medium,4,test
72840,50%,25%,Small,2,test
72841,100%,0%,Medium,2,test
72842,150%,150%,Small,1,test
72843,200%,100%,Small,1,test
72844,150%,150%,Medium,3,test
72845,200%,200%,Medium,5,test
72846,200%,0%,Medium,4,test
72847,100%,0%,Large,2,test
72848,100%,150%,Large,1,test
72849,200%,0%,Medium,4,test
72850,25%,50%,Medium,2,test
72851,100%,200%,Large,0,test
72852,150%,150%,Medium,3,test
72853,25%,50%,Medium,3,test
72854,50%,0%,Small,0,test
72855,200%,25%,Small,2,test
72856,150%,200%,Large,5,test
72857,150%,0%,Small,1,test
72858,150%,150%,Large,3,test
72859,0%,0%,Medium,1,test
72860,100%,25%,Small,4,test
72861,150%,50%,Medium,2,test
72862,50%,25%,Small,3,test
72863,200%,100%,Small,5,test
72864,0%,200%,Large,2,test
72865,50%,200%,Small,5,test
72866,100%,25%,Small,5,test
72867,0%,50%,Large,4,test
72868,150%,0%,Large,0,test
72869,100%,150%,Small,1,test
72870,0%,0%,Small,2,test
72871,0%,150%,Large,4,test
72872,0%,200%,Medium,4,test
72873,100%,200%,Large,2,test
72874,150%,150%,Medium,2,test
72875,0%,50%,Small,3,test
72876,0%,0%,Medium,1,test
72877,0%,0%,Medium,5,test
72878,150%,0%,Medium,3,test
72879,0%,50%,Medium,3,test
72880,0%,0%,Small,1,test
72881,25%,100%,Small,0,test
72882,200%,200%,Small,2,test
72883,150%,25%,Large,5,test
72884,200%,25%,Medium,1,test
72885,150%,200%,Medium,5,test
72886,200%,50%,Medium,4,test
72887,150%,100%,Large,1,test
72888,150%,50%,Medium,0,test
72889,50%,100%,Small,4,test
72890,0%,100%,Medium,0,test
72891,0%,0%,Large,3,test
72892,25%,100%,Small,3,test
72893,100%,0%,Medium,3,test
72894,100%,200%,Small,2,test
72895,100%,25%,Large,3,test
72896,100%,0%,Medium,4,test
72897,150%,25%,Small,3,test
72898,200%,50%,Large,1,test
72899,100%,200%,Large,2,test
72900,50%,100%,Small,0,test
72901,25%,200%,Small,1,test
72902,100%,100%,Large,5,test
72903,25%,25%,Medium,1,test
72904,150%,50%,Medium,5,test
72905,150%,150%,Medium,0,test
72906,200%,150%,Large,5,test
72907,25%,50%,Medium,1,test
72908,0%,0%,Medium,2,test
72909,200%,200%,Large,2,test
72910,200%,200%,Small,4,test
72911,200%,200%,Medium,5,test
72912,100%,0%,Medium,2,test
72913,150%,150%,Large,0,test
72914,0%,100%,Large,2,test
72915,25%,200%,Small,5,test
72916,25%,150%,Medium,0,test
72917,200%,0%,Large,5,test
72918,0%,50%,Large,4,test
72919,25%,200%,Medium,3,test
72920,0%,25%,Medium,3,test
72921,150%,0%,Medium,0,test
72922,25%,200%,Small,4,test
72923,100%,100%,Medium,5,test
72924,150%,100%,Small,0,test
72925,50%,100%,Medium,0,test
72926,50%,50%,Medium,3,test
72927,0%,0%,Small,3,test
72928,25%,100%,Small,2,test
72929,25%,25%,Medium,3,test
72930,25%,25%,Large,1,test
72931,150%,200%,Large,0,test
72932,50%,0%,Large,2,test
72933,100%,200%,Small,2,test
72934,0%,150%,Medium,3,test
72935,100%,150%,Large,4,test
72936,25%,200%,Small,5,test
72937,50%,100%,Medium,1,test
72938,25%,100%,Medium,4,test
72939,0%,150%,Medium,0,test
72940,50%,200%,Medium,0,test
72941,25%,50%,Small,5,test
72942,25%,100%,Small,3,test
72943,200%,0%,Small,1,test
72944,100%,50%,Large,3,test
72945,50%,150%,Small,4,test
72946,200%,25%,Large,1,test
72947,0%,0%,Medium,5,test
72948,0%,25%,Medium,5,test
72949,50%,150%,Small,2,test
72950,200%,150%,Large,2,test
72951,150%,0%,Small,4,test
72952,150%,150%,Small,1,test
72953,150%,25%,Medium,1,test
72954,200%,100%,Large,3,test
72955,50%,150%,Medium,3,test
72956,50%,200%,Small,4,test
72957,25%,200%,Medium,5,test
72958,150%,0%,Small,2,test
72959,150%,100%,Large,3,test
72960,25%,100%,Small,1,test
72961,100%,200%,Medium,5,test
72962,200%,150%,Medium,4,test
72963,200%,50%,Medium,2,test
72964,100%,25%,Medium,5,test
72965,25%,100%,Medium,4,test
72966,100%,25%,Medium,2,test
72967,100%,100%,Large,2,test
72968,100%,0%,Small,1,test
72969,25%,150%,Small,4,test
72970,0%,200%,Small,5,test
72971,100%,200%,Small,4,test
72972,50%,0%,Medium,0,test
72973,150%,200%,Small,3,test
72974,25%,200%,Small,3,test
72975,100%,150%,Medium,2,test
72976,150%,100%,Large,3,test
72977,200%,0%,Medium,1,test
72978,50%,0%,Large,5,test
72979,25%,50%,Large,4,test
72980,150%,25%,Medium,0,test
72981,150%,25%,Large,2,test
72982,100%,100%,Large,5,test
72983,100%,200%,Medium,3,test
72984,25%,25%,Large,1,test
72985,25%,25%,Large,5,test
72986,100%,150%,Medium,5,test
72987,0%,0%,Small,2,test
72988,25%,100%,Large,4,test
72989,25%,200%,Large,3,test
72990,50%,100%,Small,1,test
72991,150%,50%,Medium,4,test
72992,200%,150%,Small,0,test
72993,200%,100%,Small,4,test
72994,0%,25%,Small,0,test
72995,100%,200%,Medium,0,test
72996,200%,50%,Small,2,test
72997,0%,50%,Large,2,test
72998,150%,150%,Medium,5,test
72999,200%,200%,Medium,5,test
73000,150%,150%,Medium,5,test
73001,200%,200%,Large,2,test
73002,50%,200%,Medium,2,test
73003,100%,25%,Small,5,test
73004,200%,50%,Large,2,test
73005,150%,0%,Medium,1,test
73006,0%,25%,Medium,5,test
73007,50%,200%,Medium,5,test
73008,50%,0%,Small,3,test
73009,200%,150%,Small,5,test
73010,0%,25%,Medium,4,test
73011,100%,0%,Small,0,test
73012,25%,100%,Large,2,test
73013,150%,150%,Large,1,test
73014,100%,150%,Small,2,test
73015,0%,100%,Small,3,test
73016,50%,150%,Medium,0,test
73017,0%,0%,Medium,2,test
73018,0%,100%,Medium,4,test
73019,100%,25%,Medium,2,test
73020,150%,0%,Small,0,test
73021,25%,25%,Small,1,test
73022,25%,200%,Small,4,test
73023,25%,0%,Large,5,test
73024,25%,50%,Medium,0,test
73025,50%,0%,Small,1,test
73026,100%,25%,Small,1,test
73027,100%,200%,Large,1,test
73028,0%,150%,Small,0,test
73029,50%,25%,Small,0,test
73030,0%,150%,Small,5,test
73031,50%,100%,Large,3,test
73032,25%,200%,Small,5,test
73033,200%,50%,Small,3,test
73034,0%,0%,Large,2,test
73035,0%,25%,Medium,1,test
73036,150%,100%,Large,0,test
73037,100%,50%,Large,4,test
73038,150%,150%,Large,1,test
73039,50%,200%,Small,5,test
73040,100%,100%,Small,5,test
73041,50%,0%,Medium,4,test
73042,150%,25%,Small,5,test
73043,100%,100%,Large,1,test
73044,25%,200%,Large,1,test
73045,50%,200%,Small,4,test
73046,50%,50%,Medium,0,test
73047,200%,50%,Small,5,test
73048,25%,25%,Large,1,test
73049,50%,150%,Medium,2,test
73050,200%,150%,Medium,4,test
73051,150%,0%,Medium,4,test
73052,25%,150%,Large,0,test
73053,200%,25%,Small,2,test
73054,25%,25%,Small,1,test
73055,0%,150%,Large,3,test
73056,100%,150%,Medium,0,test
73057,0%,100%,Large,5,test
73058,200%,50%,Large,5,test
73059,50%,100%,Medium,3,test
73060,50%,200%,Large,5,test
73061,200%,200%,Large,0,test
73062,200%,200%,Medium,1,test
73063,25%,100%,Medium,0,test
73064,100%,200%,Small,5,test
73065,150%,200%,Large,4,test
73066,0%,100%,Small,5,test
73067,50%,150%,Large,5,test
73068,100%,100%,Small,4,test
73069,0%,25%,Large,2,test
73070,200%,200%,Medium,2,test
73071,100%,200%,Large,2,test
73072,200%,200%,Medium,2,test
73073,150%,50%,Large,0,test
73074,25%,100%,Medium,2,test
73075,50%,100%,Small,4,test
73076,200%,25%,Large,3,test
73077,200%,0%,Large,5,test
73078,0%,150%,Large,3,test
73079,25%,50%,Medium,1,test
73080,150%,200%,Small,3,test
73081,150%,150%,Large,0,test
73082,0%,150%,Large,4,test
73083,100%,150%,Large,2,test
73084,50%,150%,Large,0,test
73085,200%,25%,Medium,5,test
73086,100%,0%,Small,2,test
73087,150%,0%,Large,5,test
73088,200%,50%,Medium,0,test
73089,100%,100%,Medium,5,test
73090,50%,50%,Large,1,test
73091,200%,150%,Small,2,test
73092,50%,0%,Large,3,test
73093,50%,0%,Medium,5,test
73094,50%,100%,Large,5,test
73095,25%,150%,Medium,5,test
73096,150%,0%,Medium,4,test
73097,25%,200%,Large,5,test
73098,50%,50%,Large,3,test
73099,0%,0%,Small,1,test
73100,50%,200%,Small,5,test
73101,150%,150%,Large,1,test
73102,50%,150%,Small,1,test
73103,0%,0%,Medium,2,test
73104,50%,150%,Small,5,test
73105,200%,0%,Large,1,test
73106,100%,0%,Large,2,test
73107,25%,200%,Small,4,test
73108,150%,50%,Medium,5,test
73109,25%,100%,Medium,2,test
73110,0%,150%,Large,0,test
73111,100%,50%,Large,0,test
73112,50%,100%,Medium,4,test
73113,150%,150%,Small,4,test
73114,150%,50%,Medium,3,test
73115,50%,0%,Small,0,test
73116,200%,25%,Small,2,test
73117,50%,100%,Small,5,test
73118,150%,25%,Large,2,test
73119,200%,100%,Medium,3,test
73120,200%,25%,Large,5,test
73121,100%,25%,Small,1,test
73122,25%,25%,Medium,3,test
73123,50%,25%,Large,1,test
73124,0%,50%,Medium,0,test
73125,100%,150%,Large,2,test
73126,100%,50%,Medium,5,test
73127,50%,50%,Medium,2,test
73128,100%,150%,Large,0,test
73129,150%,50%,Large,0,test
73130,0%,200%,Large,5,test
73131,100%,150%,Small,0,test
73132,25%,50%,Small,0,test
73133,150%,25%,Medium,2,test
73134,0%,25%,Medium,0,test
73135,0%,100%,Medium,0,test
73136,50%,50%,Small,4,test
73137,100%,50%,Large,2,test
73138,25%,50%,Small,2,test
73139,50%,0%,Large,2,test
73140,150%,150%,Medium,5,test
73141,25%,100%,Medium,0,test
73142,25%,200%,Small,2,test
73143,0%,200%,Large,3,test
73144,200%,50%,Medium,4,test
73145,100%,50%,Large,1,test
73146,0%,100%,Large,1,test
73147,200%,25%,Medium,0,test
73148,25%,100%,Medium,3,test
73149,100%,150%,Medium,0,test
73150,50%,200%,Large,1,test
73151,150%,0%,Small,4,test
73152,100%,200%,Small,1,test
73153,200%,25%,Small,5,test
73154,0%,50%,Small,5,test
73155,200%,100%,Large,1,test
73156,0%,100%,Small,4,test
73157,150%,25%,Medium,2,test
73158,50%,200%,Small,0,test
73159,100%,0%,Medium,2,test
73160,0%,200%,Small,1,test
73161,0%,25%,Medium,0,test
73162,100%,50%,Large,5,test
73163,25%,0%,Small,5,test
73164,200%,200%,Large,2,test
73165,100%,50%,Large,2,test
73166,50%,200%,Medium,3,test
73167,25%,150%,Medium,4,test
73168,50%,100%,Large,2,test
73169,200%,50%,Large,4,test
73170,50%,150%,Large,5,test
73171,150%,100%,Large,3,test
73172,100%,0%,Medium,1,test
73173,50%,150%,Large,1,test
73174,100%,50%,Small,0,test
73175,100%,150%,Small,0,test
73176,100%,0%,Medium,5,test
73177,100%,0%,Medium,4,test
73178,150%,200%,Large,4,test
73179,150%,0%,Medium,4,test
73180,150%,100%,Large,1,test
73181,100%,50%,Medium,0,test
73182,150%,100%,Large,1,test
73183,100%,100%,Large,3,test
73184,50%,100%,Medium,2,test
73185,200%,0%,Medium,0,test
73186,25%,200%,Medium,4,test
73187,150%,200%,Large,4,test
73188,200%,200%,Small,1,test
73189,25%,150%,Medium,4,test
73190,100%,0%,Large,4,test
73191,200%,50%,Medium,1,test
73192,100%,0%,Medium,1,test
73193,100%,0%,Large,1,test
73194,100%,0%,Medium,0,test
73195,200%,150%,Small,0,test
73196,50%,50%,Small,4,test
73197,50%,150%,Large,0,test
73198,25%,25%,Large,2,test
73199,150%,200%,Medium,2,test
73200,200%,150%,Large,3,test
73201,0%,50%,Large,4,test
73202,200%,50%,Large,4,test
73203,100%,150%,Medium,1,test
73204,25%,0%,Medium,5,test
73205,50%,50%,Small,4,test
73206,0%,0%,Medium,2,test
73207,150%,50%,Small,1,test
73208,25%,100%,Large,0,test
73209,150%,200%,Large,3,test
73210,25%,0%,Small,2,test
73211,100%,100%,Medium,5,test
73212,150%,150%,Large,2,test
73213,25%,0%,Large,1,test
73214,100%,0%,Small,1,test
73215,0%,100%,Small,2,test
73216,25%,25%,Large,2,test
73217,100%,100%,Large,2,test
73218,200%,50%,Large,1,test
73219,200%,200%,Medium,3,test
73220,25%,200%,Large,3,test
73221,0%,25%,Medium,4,test
73222,100%,25%,Small,3,test
73223,150%,50%,Medium,2,test
73224,25%,50%,Medium,1,test
73225,50%,0%,Medium,2,test
73226,50%,150%,Large,0,test
73227,100%,0%,Small,1,test
73228,50%,25%,Medium,1,test
73229,25%,150%,Large,2,test
73230,0%,50%,Small,2,test
73231,150%,150%,Medium,1,test
73232,150%,0%,Large,0,test
73233,200%,0%,Large,2,test
73234,100%,200%,Large,5,test
73235,100%,100%,Medium,3,test
73236,200%,150%,Small,2,test
73237,50%,100%,Large,2,test
73238,50%,200%,Medium,1,test
73239,200%,25%,Large,0,test
73240,0%,200%,Large,4,test
73241,150%,25%,Large,5,test
73242,100%,50%,Large,0,test
73243,150%,200%,Medium,4,test
73244,100%,150%,Medium,5,test
73245,200%,100%,Large,0,test
73246,200%,100%,Large,0,test
73247,100%,50%,Large,1,test
73248,200%,50%,Small,4,test
73249,0%,200%,Small,5,test
73250,150%,0%,Medium,2,test
73251,200%,100%,Medium,0,test
73252,150%,100%,Large,1,test
73253,0%,150%,Large,5,test
73254,50%,100%,Medium,1,test
73255,150%,150%,Large,0,test
73256,0%,150%,Small,4,test
73257,0%,100%,Medium,1,test
73258,50%,25%,Large,0,test
73259,50%,150%,Medium,0,test
73260,150%,0%,Medium,4,test
73261,100%,50%,Medium,3,test
73262,100%,200%,Small,2,test
73263,50%,150%,Small,4,test
73264,0%,25%,Medium,3,test
73265,25%,0%,Small,0,test
73266,0%,25%,Large,1,test
73267,25%,150%,Medium,4,test
73268,0%,50%,Small,1,test
73269,0%,100%,Small,0,test
73270,150%,150%,Medium,5,test
73271,25%,50%,Small,0,test
73272,150%,150%,Small,5,test
73273,200%,50%,Small,1,test
73274,200%,150%,Large,1,test
73275,25%,0%,Small,1,test
73276,25%,100%,Large,3,test
73277,25%,100%,Medium,3,test
73278,200%,25%,Large,5,test
73279,200%,100%,Large,0,test
73280,100%,100%,Small,2,test
73281,25%,100%,Medium,1,test
73282,200%,100%,Large,2,test
73283,150%,200%,Medium,2,test
73284,50%,50%,Large,5,test
73285,25%,100%,Large,5,test
73286,100%,150%,Small,1,test
73287,25%,0%,Medium,5,test
73288,25%,0%,Large,0,test
73289,100%,0%,Medium,1,test
73290,100%,200%,Small,3,test
73291,0%,200%,Large,3,test
73292,100%,100%,Medium,5,test
73293,25%,0%,Medium,1,test
73294,200%,0%,Medium,5,test
73295,200%,100%,Medium,1,test
73296,50%,25%,Medium,0,test
73297,25%,150%,Large,1,test
73298,200%,0%,Large,5,test
73299,200%,100%,Medium,3,test
73300,25%,0%,Small,5,test
73301,0%,50%,Small,0,test
73302,200%,200%,Medium,4,test
73303,150%,150%,Medium,3,test
73304,100%,200%,Medium,3,test
73305,150%,100%,Large,1,test
73306,100%,200%,Small,0,test
73307,0%,50%,Medium,4,test
73308,50%,100%,Large,0,test
73309,150%,150%,Small,2,test
73310,0%,0%,Medium,0,test
73311,25%,200%,Medium,3,test
73312,50%,100%,Large,5,test
73313,50%,25%,Medium,1,test
73314,50%,150%,Large,4,test
73315,50%,150%,Large,4,test
73316,200%,200%,Medium,0,test
73317,25%,50%,Small,5,test
73318,0%,200%,Medium,4,test
73319,100%,50%,Small,3,test
73320,150%,25%,Small,4,test
73321,150%,200%,Small,4,test
73322,50%,0%,Large,0,test
73323,100%,50%,Large,1,test
73324,0%,100%,Medium,0,test
73325,0%,100%,Small,1,test
73326,50%,0%,Large,1,test
73327,0%,200%,Medium,5,test
73328,200%,0%,Large,3,test
73329,150%,150%,Medium,0,test
73330,100%,0%,Medium,4,test
73331,0%,0%,Large,5,test
73332,150%,200%,Large,3,test
73333,25%,150%,Large,1,test
73334,50%,200%,Small,0,test
73335,50%,0%,Medium,1,test
73336,100%,150%,Medium,3,test
73337,150%,25%,Small,2,test
73338,150%,150%,Small,2,test
73339,100%,150%,Small,4,test
73340,0%,150%,Large,3,test
73341,50%,100%,Medium,1,test
73342,0%,100%,Medium,4,test
73343,200%,100%,Small,4,test
73344,25%,100%,Small,4,test
73345,25%,100%,Small,0,test
73346,50%,25%,Medium,2,test
73347,100%,25%,Large,1,test
73348,25%,25%,Small,0,test
73349,200%,50%,Small,3,test
73350,150%,100%,Large,2,test
73351,200%,150%,Medium,3,test
73352,25%,100%,Large,4,test
73353,150%,100%,Small,2,test
73354,150%,0%,Small,3,test
73355,100%,0%,Large,1,test
73356,0%,100%,Large,1,test
73357,0%,150%,Medium,3,test
73358,50%,25%,Large,5,test
73359,50%,0%,Small,3,test
73360,50%,50%,Medium,4,test
73361,150%,0%,Medium,5,test
73362,100%,0%,Medium,1,test
73363,25%,50%,Medium,5,test
73364,50%,100%,Medium,2,test
73365,50%,100%,Medium,2,test
73366,100%,25%,Large,4,test
73367,50%,100%,Large,3,test
73368,150%,150%,Large,2,test
73369,25%,150%,Small,1,test
73370,0%,0%,Medium,1,test
73371,200%,25%,Large,5,test
73372,25%,150%,Large,5,test
73373,150%,200%,Large,2,test
73374,50%,50%,Small,0,test
73375,200%,25%,Large,4,test
73376,0%,25%,Large,2,test
73377,100%,50%,Medium,0,test
73378,50%,25%,Medium,5,test
73379,25%,100%,Small,5,test
73380,25%,25%,Small,2,test
73381,0%,100%,Large,1,test
73382,100%,150%,Medium,2,test
73383,200%,25%,Small,2,test
73384,0%,200%,Large,1,test
73385,0%,50%,Large,2,test
73386,200%,25%,Large,4,test
73387,0%,50%,Large,1,test
73388,0%,150%,Small,0,test
73389,200%,0%,Large,1,test
73390,150%,0%,Large,3,test
73391,200%,50%,Small,3,test
73392,50%,25%,Small,0,test
73393,150%,100%,Large,2,test
73394,0%,200%,Medium,1,test
73395,200%,150%,Small,2,test
73396,100%,200%,Small,2,test
73397,0%,0%,Medium,1,test
73398,200%,25%,Small,3,test
73399,50%,200%,Large,3,test
73400,200%,25%,Large,0,test
73401,0%,100%,Small,1,test
73402,25%,50%,Large,0,test
73403,200%,150%,Medium,3,test
73404,150%,200%,Small,5,test
73405,200%,50%,Medium,1,test
73406,200%,0%,Medium,5,test
73407,0%,200%,Small,3,test
73408,0%,25%,Large,1,test
73409,0%,25%,Medium,3,test
73410,100%,50%,Small,5,test
73411,50%,200%,Medium,1,test
73412,50%,100%,Small,3,test
73413,100%,50%,Medium,2,test
73414,150%,0%,Small,3,test
73415,50%,100%,Small,0,test
73416,100%,200%,Small,1,test
73417,50%,50%,Medium,4,test
73418,150%,25%,Medium,5,test
73419,50%,0%,Small,0,test
73420,150%,50%,Large,5,test
73421,100%,25%,Large,4,test
73422,100%,0%,Medium,3,test
73423,100%,0%,Medium,1,test
73424,150%,200%,Large,2,test
73425,0%,0%,Large,2,test
73426,100%,150%,Small,0,test
73427,25%,200%,Large,4,test
73428,150%,50%,Large,2,test
73429,100%,100%,Large,5,test
73430,50%,0%,Large,0,test
73431,100%,200%,Small,2,test
73432,200%,50%,Small,0,test
73433,50%,150%,Small,5,test
73434,100%,50%,Medium,3,test
73435,200%,100%,Small,2,test
73436,150%,150%,Small,5,test
73437,100%,25%,Medium,2,test
73438,150%,200%,Small,5,test
73439,25%,50%,Small,1,test
73440,0%,100%,Medium,4,test
73441,150%,150%,Medium,5,test
73442,100%,100%,Small,2,test
73443,25%,0%,Medium,1,test
73444,50%,25%,Medium,5,test
73445,0%,100%,Small,2,test
73446,150%,150%,Small,0,test
73447,25%,150%,Medium,0,test
73448,200%,100%,Small,5,test
73449,50%,50%,Medium,5,test
73450,200%,50%,Large,4,test
73451,200%,25%,Medium,4,test
73452,0%,200%,Large,1,test
73453,50%,25%,Small,3,test
73454,100%,0%,Medium,5,test
73455,25%,0%,Medium,0,test
73456,25%,100%,Large,5,test
73457,150%,50%,Medium,0,test
73458,200%,50%,Medium,2,test
73459,100%,200%,Large,4,test
73460,50%,200%,Large,2,test
73461,100%,200%,Small,5,test
73462,150%,25%,Small,5,test
73463,150%,25%,Medium,1,test
73464,25%,0%,Medium,1,test
73465,25%,200%,Small,4,test
73466,50%,0%,Small,5,test
73467,25%,0%,Small,0,test
73468,200%,150%,Small,0,test
73469,25%,150%,Small,3,test
73470,25%,200%,Medium,2,test
73471,150%,100%,Small,1,test
73472,150%,100%,Medium,3,test
73473,150%,200%,Small,2,test
73474,0%,50%,Large,2,test
73475,100%,50%,Small,1,test
73476,150%,50%,Large,2,test
73477,200%,100%,Small,3,test
73478,25%,25%,Small,1,test
73479,150%,0%,Medium,0,test
